2015-11-13,Hawaii,87,Montana State,76,87.0,76.0,76.0,87.0,0.0,0.0,0.0,0.0,11
2015-11-13,Eastern Michigan,70,Vermont,50,70.0,50.0,50.0,70.0,0.0,0.0,0.0,0.0,20
2015-11-13,Yale,70,Fairfield,57,70.0,57.0,57.0,70.0,0.0,0.0,0.0,0.0,13
2015-11-13,Central Michigan,89,Jacksonville State,83,89.0,83.0,83.0,89.0,0.0,0.0,0.0,0.0,6
2015-11-13,Iowa State,68,Colorado,62,68.0,62.0,62.0,68.0,0.0,0.0,0.0,0.0,6
2015-11-13,Ole Miss,90,Northwestern State,76,90.0,76.0,76.0,90.0,0.0,0.0,0.0,0.0,14
2015-11-13,Wright State,77,South Dakota,69,77.0,69.0,69.0,77.0,0.0,0.0,0.0,0.0,8
2015-11-13,Pennsylvania,76,Robert Morris,75,76.0,75.0,75.0,76.0,0.0,0.0,0.0,0.0,1
2015-11-13,Sacred Heart,76,Quinnipiac,64,76.0,64.0,64.0,76.0,0.0,0.0,0.0,0.0,12
2015-11-13,Clemson,74,North Carolina Central,40,74.0,40.0,40.0,74.0,0.0,0.0,0.0,0.0,34
2015-11-13,Duke,92,Siena,74,92.0,74.0,74.0,92.0,0.0,0.0,0.0,0.0,18
2015-11-13,Michigan State,82,Florida Atlantic,55,82.0,55.0,55.0,82.0,0.0,0.0,0.0,0.0,27
2015-11-13,Dayton,84,Southeast Missouri State,53,84.0,53.0,53.0,84.0,0.0,0.0,0.0,0.0,31
2015-11-13,Villanova,91,Fairleigh Dickinson,54,91.0,54.0,54.0,91.0,0.0,0.0,0.0,0.0,37
2015-11-13,Furman,63,Presbyterian,53,63.0,53.0,53.0,63.0,0.0,0.0,0.0,0.0,10
2015-11-13,West Virginia,107,Northern Kentucky,61,107.0,61.0,61.0,107.0,0.0,0.0,0.0,0.0,46
2015-11-13,Richmond,75,James Madison,87,75.0,87.0,87.0,75.0,0.0,0.0,0.0,0.0,-12
2015-11-13,Boston University,84,Northeastern,87,84.0,87.0,87.0,84.0,0.0,0.0,0.0,0.0,-3
2015-11-13,Miami (FL),86,Texas Rio Grande Valley,59,86.0,59.0,59.0,86.0,0.0,0.0,0.0,0.0,27
2015-11-13,Virginia Commonwealth,75,Prairie View A&M,50,75.0,50.0,50.0,75.0,0.0,0.0,0.0,0.0,25
2015-11-13,Old Dominion,67,Niagara,50,67.0,50.0,50.0,67.0,0.0,0.0,0.0,0.0,17
2015-11-13,Kentucky,78,Albany,65,78.0,65.0,65.0,78.0,0.0,0.0,0.0,0.0,13
2015-11-13,Indiana,88,Eastern Illinois,49,88.0,49.0,49.0,88.0,0.0,0.0,0.0,0.0,39
2015-11-13,Georgia,90,Chattanooga,92,90.0,92.0,92.0,90.0,0.0,0.0,0.0,0.0,-2
2015-11-13,Eastern Kentucky,107,Coppin State,80,107.0,80.0,80.0,107.0,0.0,0.0,0.0,0.0,27
